FrameNumber,ROI
387,"[316, 37, 684, 524]"
388,"[316, 37, 683, 524]"
389,"[316, 37, 683, 524]"
390,"[311, 37, 684, 524]"
391,"[311, 38, 684, 523]"
392,"[312, 38, 684, 523]"
393,"[313, 38, 684, 523]"
394,"[313, 38, 683, 523]"
395,"[313, 37, 684, 524]"
396,"[314, 37, 684, 524]"
397,"[314, 37, 684, 523]"
398,"[314, 37, 684, 523]"
399,"[314, 37, 684, 523]"
400,"[316, 37, 684, 523]"
401,"[316, 37, 684, 524]"
402,"[314, 37, 684, 524]"
403,"[314, 37, 684, 524]"
404,"[316, 37, 684, 524]"
405,"[310, 37, 683, 524]"
406,"[310, 38, 683, 524]"
407,"[310, 38, 683, 524]"
408,"[312, 38, 683, 524]"
409,"[313, 38, 683, 524]"
410,"[313, 38, 683, 524]"
411,"[313, 38, 683, 524]"
412,"[313, 38, 683, 524]"
413,"[313, 37, 683, 524]"
414,"[315, 37, 683, 524]"
415,"[315, 37, 683, 524]"
416,"[315, 37, 683, 524]"
417,"[314, 37, 683, 523]"
418,"[314, 37, 683, 524]"
419,"[314, 37, 682, 524]"
420,"[312, 38, 684, 524]"
421,"[312, 39, 685, 524]"
422,"[312, 38, 685, 524]"
423,"[313, 38, 684, 523]"
424,"[313, 38, 683, 523]"
425,"[314, 37, 684, 524]"
426,"[315, 37, 684, 524]"
427,"[315, 36, 683, 524]"
428,"[317, 36, 684, 524]"
429,"[316, 36, 684, 524]"
430,"[316, 36, 684, 524]"
431,"[314, 37, 684, 524]"
432,"[313, 37, 683, 524]"
433,"[313, 37, 684, 524]"
434,"[315, 37, 684, 524]"
435,"[312, 37, 684, 524]"
436,"[312, 38, 684, 523]"
437,"[312, 38, 684, 524]"
438,"[312, 38, 684, 524]"
439,"[313, 38, 683, 523]"
440,"[313, 37, 684, 524]"
441,"[315, 37, 684, 524]"
442,"[316, 37, 684, 524]"
443,"[316, 36, 685, 524]"
444,"[316, 36, 685, 524]"
445,"[316, 37, 684, 524]"
446,"[317, 37, 684, 524]"
447,"[317, 37, 684, 524]"
448,"[317, 37, 684, 524]"
449,"[317, 37, 684, 523]"
450,"[315, 37, 684, 523]"
451,"[315, 38, 684, 523]"
452,"[313, 38, 684, 523]"
453,"[313, 38, 684, 524]"
454,"[313, 38, 684, 524]"
455,"[314, 38, 685, 524]"
456,"[314, 38, 685, 524]"
457,"[314, 37, 683, 524]"
458,"[314, 37, 684, 524]"
459,"[314, 37, 684, 524]"
460,"[316, 37, 684, 524]"
461,"[315, 37, 683, 523]"
462,"[315, 37, 684, 523]"
463,"[315, 37, 684, 524]"
464,"[315, 37, 684, 524]"
465,"[311, 37, 684, 524]"
466,"[311, 38, 683, 524]"
467,"[311, 38, 683, 524]"
468,"[312, 37, 682, 524]"
469,"[313, 37, 682, 524]"
470,"[314, 37, 682, 524]"
471,"[315, 37, 682, 524]"
472,"[315, 37, 682, 524]"
473,"[315, 38, 683, 524]"
474,"[316, 38, 683, 524]"
475,"[316, 38, 683, 524]"
476,"[316, 38, 682, 524]"
477,"[315, 38, 682, 524]"
478,"[314, 38, 682, 524]"
479,"[314, 37, 682, 524]"
480,"[309, 37, 682, 524]"
481,"[309, 39, 682, 524]"
482,"[309, 38, 682, 524]"
483,"[312, 38, 683, 524]"
484,"[312, 38, 683, 524]"
485,"[312, 38, 684, 524]"
486,"[314, 38, 684, 524]"
487,"[315, 38, 685, 524]"
